company_name,prefecture,website,inquiry_url,notes,industry
サタケフードビジネス株式会社,,https://www.satake-fb.co.jp/,https://www.satake-fb.co.jp/contact/,,食品業界
株式会社ＫＩＷＡＭＩ ＪＡＰＡＮ,,https://kiwamijapan.jp/,https://kiwamijapan.jp/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,,食品業界
株式会社カネ又田中商店,,https://www.kanemata.net/,https://www.kanemata.net/netshop/page-7/,,食品業界
合同会社ガーネッシュ・ファクトリー,,https://ganesh-factory.com/,https://ganesh-factory.com/form/,,食品業界
うさうさのプチファーム,,https://usaputi.base.ec/,https://thebase.com/inquiry/usaputi-base-ec,,食品業界
モコスマイル合同会社,,https://hiromikimoko-smile.com/,https://hiromikimoko-smile.com/contact0-form/,,食品業界
未来鮮魚株式会社,,http://www.himonogatari.com/,https://himonono1.shop-pro.jp/customer/inquiries/new,,食品業界
Ｂｅｓｍｉｌｅ Ｇｒｏｕｐ株式会社,,https://besmile-group.co.jp/,https://besmile-group.co.jp/contact/,,食品業界
ＮＯＭＯＮ＆Ｃｏ．株式会社,,https://nomon-and-shop.com/shop,https://nomon-and-shop.com/shop/contact/draft,,食品業界
株式会社北の町から,,https://kitanomachikara.jp/,https://kitanomachikara.jp/pages/contact,,食品業界
ＢｉｏＣｈｅｍ．Ｃｏｒｐｏｒａｔｉｏｎ．,,https://www.biochem-jp.com/,https://www.biochem-jp.com/contact/,,食品業界
稲葉酒造,,https://www.minanogawa.jp/,https://www.minanogawa.jp/contact/,,食品業界
農研ワンヘルス株式会社,,https://naro-oh.jp/,https://naro-oh.jp/contact/index.html,,食品業界
株式会社ハンナン,,https://www.han-nan.jp/,https://www.han-nan.jp/contact-5,,食品業界
株式会社ｂｅ ｆａｔｅ,,https://be-fate.com/,https://be-fate.com/contact.html,,食品業界
大洋食品工業株式会社,,https://taiyofood.co.jp/,https://taiyofood.co.jp/contact-us/,,食品業界
昭和化工株式会社 果樹研究所,,https://www.hondawinery.co.jp/,https://www.hondawinery.co.jp/inquiry/,,食品業界
合同会社ＮｏｔｏＳｕｎｒｉｓｅＦａｒｍ,,https://r.goope.jp/notosunrisefarm/,https://r.goope.jp/notosunrisefarm/contact,,食品業界
ｃａｋｅｓｈｏｐ Ｎｉａ,,https://www.cakeshop-nia.com/,なし,,食品業界
株式会社ケーキ工房Ｔａｋａｃｏ’ＭＯＭ,,https://takacomom.com/,https://takacomom.shop-pro.jp/customer/inquiries/new,,食品業界
株式会社函館カネニ,,http://www.asaichi.jp/,http://www.asaichi.jp/guide/contact.html,,食品業界
やまうちフード株式会社,,https://www.yamauchi-f.co.jp/,https://www.yamauchi-f.co.jp/contact/,,食品業界
株式会社Ｃｈｉｋａ‐Ｂｅｒｒｙ Ｆａｒｍ,,https://www.yachiyo-eng.co.jp/,https://www.yachiyo-eng.co.jp/contact/,,食品業界
株式会社みつお万寿,,https://mitsuo-manju.com/,https://mitsuo-manju.com/contact/,,食品業界
やちごや,,https://yachigoya.jp/,https://yachigoya.jp/contact.html,,食品業界
ｅｎｏａｋ,,https://enoak.jp/,なし,,食品業界
農業生産法人株式会社たいよう,,https://www.okinawa-taiyou.com/,https://www.okinawa-taiyou.com/contact.php,,食品業界
株式会社Ｙ’ｓ Ｆａｒｍ,,https://yuyafarm.store/,https://yuyafarm.store/pages/contact,,食品業界
株式会社中山商店,,https://www.nakayamashouten.com/,https://www.nakayamashouten.com/inquiry/,,食品業界
ＪＡＰＡＮ ＨＥＡＬＴＨ ＢＥＡＵＴＹ ＬＡＢ合同会社,,https://jhbl-nmn.com/,https://jhbl-nmn.com/,ページ下部,食品業界
株式会社青春応援団,,https://seisyunouendan.com/,https://seisyunouendan.com/contact,,食品業界
株式会社いぶき,,https://www.ibuki-yasai.com/#top,https://www.ibuki-yasai.com/#contact,,食品業界
タキサン製菓株式会社,,http://www.takisan.jp/index.html,なし,,食品業界
株式会社原農場,,https://haranoujyo.com/,https://haranoujyo.com/contact/,,食品業界
